step,time,n,total_mass,kinetic_energy,potential_energy,total_energy,momentum_x,momentum_y,momentum_z,center_of_mass_x,center_of_mass_y,center_of_mass_z,angular_momentum_x,angular_momentum_y,angular_momentum_z
0,0,250,2.0000000000000013,0.44590292555244521,-5.190493570363202,-4.7445906448107564,0.053684245107516335,0.037037546135158604,0.01785338114780631,0.006106488577750405,-0.012718039815023655,-0.0085130163756543496,0.04498127175600139,-0.180328244848383,0.19626848440323585
20,0.20000000000000001,250,2.0000000000000013,3.5120382636679754,-8.257829859516324,-4.745791595848349,0.05368424510751646,0.037037546135158673,0.017853381147806321,0.011474913088502334,-0.0090142852015077362,-0.0067276782608737028,0.044981271756001341,-0.18032824484838331,0.19626848440323583
