step,time,n,total_mass,kinetic_energy,potential_energy,total_energy,momentum_x,momentum_y,momentum_z,center_of_mass_x,center_of_mass_y,center_of_mass_z,angular_momentum_x,angular_momentum_y,angular_momentum_z
0,0,250,2.0000000000000013,0.44590292555244521,-5.190493570363202,-4.7445906448107564,0.053684245107516335,0.037037546135158604,0.01785338114780631,0.006106488577750405,-0.012718039815023655,-0.0085130163756543496,0.04498127175600139,-0.180328244848383,0.19626848440323585
20,0.20000000000000001,250,2.0000000000000013,3.5120054341300153,-8.2578796805063597,-4.7458742463763439,0.053746648680640448,0.037028934204692013,0.017849486614487209,0.011479200115543172,-0.0090143392154830148,-0.0067274390135858069,0.04498215899050665,-0.18032242576442237,0.19623553495071147
